Status,Q8,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,Q15_19,Q15_20,Q15_21,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19,Q20,Q21,Q22,Q23,Finished,Q11
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,Individually,Yes,No,No,TRUE,I am taking SOC 383: Models for Discrete Outcomes with Jeremy Freese at Stanford.
IP Address,Yes,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,I am the TA for the course. Jeremy is using this challenge as a teaching example for students. 
IP Address,Yes,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,No,Yes,Yes,TRUE,"Curiosity about the year 15 data, having already worked with the year 9 data-- but more importantly, the opportunity to collaborate with people outside of academia who have skill sets that differ from my own."
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,"As previously mentioned, I am a PhD student at Stanford University, and I plan to participate in this challenge as part of Prof. Jeremy Freese's quantitive methods course this quarter."
IP Address,Yes,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,I am participating in this as part of a class with Jeremy Freese at Stanford on discrete outcomes
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,"I want to take part in the Fragile Families Challenges for the followings reasons:1, My major is statistic and my career plan is to be a data scientist. The Fragile Families Challenges could be an excellent chance for me to explore data structure and make statistical inferences on real-world problems.2, This problem is co-led by Columbia University and Princeton University. It's my honor to take part in the research as a Columbia University.3. I care about the wellbeing situation of children from the fragile families. I have some friends from that kind of families who still suffer from the negative influences of their original families in their adulthood. So I find it truly meaningful to contribute to the research and explore ways to improve their wellbeing."
IP Address,Yes,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,Individually,Yes,No,No,TRUE,"I've started working on machine and statistical learning problems and I'd like to see if I can contribute to our understanding of the lives of disadvantaged children while testing this skills. Also, I am the TA for Prof. Freese's class where we are using this data as a teaching tool."
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,Individually,No,No,No,TRUE,"I am very interested in data science's applications for social good. I never had the opportunity to work with real social data, and this one represents a great challenge. I am looking forward to sharpen my technical skills as well as getting a better understanding of social factors that characterize underprivileged kids in the US. And most important, the idea that I can contribute to the improvement of public policies is a thrilling source of motivation."
IP Address,Yes,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Education,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,I am participating as part of the course Sociology 383 at Stanford taught by Jeremy Freese. 
IP Address,Yes,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,Individually,Yes,No,No,TRUE,"I am a PhD candidate in the Sociology department at Stanford University. I am in JEREMY FREESE's class: SOCIOLOGY 383, Models for Discrete Outcomes and we are planning to use the Fragile Families data in our course-long analysis. "
